npc_name,sex,dialog_type,quest_id,text
Unknown_broadcast,,gossip,,We're on orders from on high to destroy Rajaxx. Terminate with extreme prejudice if you want to get technical.
Unknown_broadcast,,gossip,,"The Might of Kalimdor is victorious! The last of the Qiraji forces are defeated, retreating back to the ancient city-fortress of Ahn'Qiraj. The Qiraji Resonating Crystals littering Kalimdor vanish as quickly as they appeared, leaving behind nothing but sundered earth."
Unknown_broadcast,,gossip,,Face the Might of Kalimdor!
Unknown_broadcast,,gossip,,Our fates lie ahead...
Unknown_broadcast,,gossip,,ONWARD! TO AHN'QIRAJ!
Unknown_broadcast,,gossip,,FOR THE HORDE! FOR CAIRNE! FOR THUNDER BLUFF!
Unknown_broadcast,,gossip,,For Kalimdor!
Unknown_broadcast,,gossip,,For Broxigar!
Unknown_broadcast,,gossip,,FOR THE HORDE!
Unknown_broadcast,,gossip,,For the Warchief!
Unknown_broadcast,,gossip,,I am with you until I gasp my last dying breath.
Unknown_broadcast,,gossip,,FER IRONFORGE!
Unknown_broadcast,,gossip,,FER KHAZ'MODAN!
Unknown_broadcast,,gossip,,FER MAGNI!
Unknown_broadcast,,gossip,,FER THE KING!
Unknown_broadcast,,gossip,,FOR HONOR!
Unknown_broadcast,,gossip,,FOR KALIMDOR!
Unknown_broadcast,,gossip,,Would any of you deny yourselves such a death? Such an honor?
Unknown_broadcast,,gossip,,"To die today, on this field of battle, is to die an orcish death. To die today is to die for our little ones. Our old ones. Our ... loved ones."
Unknown_broadcast,,gossip,,We defend. We stand. We show that as one. United. We destroy. Their god will fall.
Unknown_broadcast,,gossip,,And for our gods?
Unknown_broadcast,,gossip,,Waiting to crush the life from our little ones. To slay all in their path. This they do for their god.
Unknown_broadcast,,gossip,,"In those years - where strife filled the land as Legion and Scourge sacked our homes, killed our families - these insects dwelled beneath us. Beneath our homes - waiting."
Unknown_broadcast,,gossip,,Some of you have not fought in battles. Peace has been with us for many years. Many years we sat idle but many years we battled.
Unknown_broadcast,,gossip,,An orc - a true orc warrior - wishes for one thing: To die in the glory of battle against a hated enemy.
Unknown_broadcast,,gossip,,You know me to be the Supreme Commander of the Might of Kalimdor.
Unknown_broadcast,,gossip,,I am Saurfang. Brother of Broxigar.
Unknown_broadcast,,gossip,,The final battle for Kalimdor is upon us. The supreme commander of the Might of Kalimdor orders his troops to march upon Ahn'Qiraj and destroy all in their path.
Unknown_broadcast,,gossip,,I'd like a new invitation to the Lunar Festival.
Unknown_broadcast,,gossip,,"Soldiers of Kalimdor, defend the base!"
Unknown_broadcast,,gossip,,The Might of Kalimdor will halt their advances!
Unknown_broadcast,,gossip,,"Sandstorm coming from the south, take co...That's no sandstorm! INCOMING QIRAJI ARMY!"
Unknown_broadcast,,gossip,,Qiraji War Party spotted!
Unknown_broadcast,,gossip,,Where is Elder Primestone?
Unknown_broadcast,,gossip,,Where is Elder Bladesing?
Unknown_broadcast,,gossip,,Where is Elder Thunderhorn?
Unknown_broadcast,,gossip,,Where is Elder Wildmane?
Unknown_broadcast,,gossip,,Where is Elder Ragetotem?
Unknown_broadcast,,gossip,,Where is Elder Dreamseer?
Unknown_broadcast,,gossip,,Where is Elder Splitrock?
Unknown_broadcast,,gossip,,Where is Elder Skyseer?
Unknown_broadcast,,gossip,,Where is Elder Mistwalker?
Unknown_broadcast,,gossip,,Where is Elder Grimtotem?
Unknown_broadcast,,gossip,,Where is Elder Runetotem?
Unknown_broadcast,,gossip,,Where is Elder Morningdew?
Unknown_broadcast,,gossip,,Where is Elder Darkhorn?
Unknown_broadcast,,gossip,,Where is Elder Proudhorn?
Unknown_broadcast,,gossip,,Where is Elder Moonwarden?
Unknown_broadcast,,gossip,,Where is Elder High Mountain?
Unknown_broadcast,,gossip,,Where is Elder Windtotem?
Unknown_broadcast,,gossip,,Where is Elder Bloodhoof?
Unknown_broadcast,,gossip,,Where is Elder Brightspear?
Unknown_broadcast,,gossip,,Where is Elder Stonespire?
Unknown_broadcast,,gossip,,Where is Elder Riversong?
Unknown_broadcast,,gossip,,Where is Elder Nightwind?
Unknown_broadcast,,gossip,,Where is Elder Starweave?
Unknown_broadcast,,gossip,,Where is Elder Bladeleaf?
Unknown_broadcast,,gossip,,Where is Elder Skygleam?
Unknown_broadcast,,gossip,,Where is Elder Bladeswift?
Unknown_broadcast,,gossip,,Elder Bellowrage watches over the Dark Portal from a ridge in the Blasted Lands.
Unknown_broadcast,,gossip,,Where is Elder Bellowrage?
Unknown_broadcast,,gossip,,Where is Elder Hammershout?
Unknown_broadcast,,gossip,,Where is Elder Dawnstrider?
Unknown_broadcast,,gossip,,Where is Elder Skychaser?
Unknown_broadcast,,gossip,,Where is Elder Winterhoof?
Unknown_broadcast,,gossip,,Where is Elder Stormbrow?
Unknown_broadcast,,gossip,,"KNOW NO FEAR, SOLDIERS! WE DIE FOR KALIMDOR TODAY!"
Unknown_broadcast,,gossip,,HOLD THE LINE! LET NOTHING THROUGH!
Unknown_broadcast,,gossip,,Where is Elder Starsong?
Unknown_broadcast,,gossip,,Colossals on the rise! At least 10 units strong! INCOMING FROM THE SOUTH!
Unknown_broadcast,,gossip,,Where is Elder Rumblerock?
Unknown_broadcast,,gossip,,Where is Elder Stonefort?
Unknown_broadcast,,gossip,,Where is Elder Morndeep?
Unknown_broadcast,,gossip,,I will destroy you...
Unknown_broadcast,,gossip,,DOOMHAMMER GUIDE MY HAND!
Unknown_broadcast,,gossip,,FOR THE MIGHT OF KALIMDOR!
Unknown_broadcast,,gossip,,You will pay for that...
Unknown_broadcast,,gossip,,As to your warning - worry not. Our troops are all aware of the chain of command. We fight united. Let us hope your own troops remember that...
Unknown_broadcast,,gossip,,"You have a way with words, Overlord Saurfang."
Unknown_broadcast,,gossip,,"Soon, young ones. Soon the armies of the Horde will arrive. We march. March to the cursed gates and crush all in our way. Let them feel the might of Kalimdor!"
Unknown_broadcast,,gossip,,It is settled. I command the Might of Kalimdor. Be certain that your soldiers understand and accept this as fact. Bloodshed is already plentiful. Let there be none between our factions.
Unknown_broadcast,,gossip,,Tyrande sends her prayers. The Mother Moon blesses us all.
Unknown_broadcast,,gossip,,The High Priestess could not leave Darnassus. Fandral is in a very foul mood.
Unknown_broadcast,,gossip,,Where is Elder Silvervein?
Unknown_broadcast,,gossip,,Show no weakness!  Crush these foul creatures!
Unknown_broadcast,,gossip,,"Show your courage, men and women of Azeroth!  Drive back the Qiraji invaders!"
Unknown_broadcast,,gossip,,Where is Elder Bronzebeard?
Unknown_broadcast,,gossip,,Begone foul creatures!  Your kind has no place in this world.
Unknown_broadcast,,gossip,,Where is Elder Goldwell?
Unknown_broadcast,,gossip,,Where is Elder Ironband?
Unknown_broadcast,,gossip,,Where is Elder Farwhisper?
Unknown_broadcast,,gossip,,Where is Elder Windrun?
Unknown_broadcast,,gossip,,Where is Elder Highpeak?
Unknown_broadcast,,gossip,,Where is Elder Snowcrown?
Unknown_broadcast,,gossip,,Where is Elder Obsidian?
Unknown_broadcast,,gossip,,Show them what you're made of!  Attack!
Unknown_broadcast,,gossip,,Where is Elder Darkcore?
Unknown_broadcast,,gossip,,Where is Elder Moonstrike?
Unknown_broadcast,,gossip,,The inner gates of Ahn'Qiraj crash open.
Unknown_broadcast,,gossip,,Where is Elder Graveborn?
Unknown_broadcast,,gossip,,The secrets behind the power of the Colossus could lead to all sorts of innovations in science!
Unknown_broadcast,,gossip,,Studying and understanding the Colossus will give us a needed advantage over the Qiraji.
Unknown_broadcast,,gossip,,We've gotta find out what the Qiraji are feeding those monsters! Look at the size of 'em!
Unknown_broadcast,,gossip,,"Well, alright then $N. I can tell that you've seen the error of your ways and rejoined the engineering fold.$B$BHave fun with your yeti!!!"
Unknown_broadcast,,gossip,,"Oh Umi, please teach me again how to create a Tranquil Yeti. I miss it so."
Unknown_broadcast,,gossip,,"Burn in hate, $r."
Unknown_broadcast,,gossip,,Why ... won't you ... just dieeeee?
Unknown_broadcast,,gossip,,"Kneel before me, mortal! Kneel before Zod!"
Unknown_broadcast,,gossip,,Hah!  This tauren wants a kiss!
Unknown_broadcast,,gossip,,I sure could use a kiss about now.  Know where I can find one?
Unknown_broadcast,,gossip,,Times like these get me all sentimental...
Unknown_broadcast,,gossip,,"Hail, $c!  Welcome to the celebration!"
Unknown_broadcast,,gossip,,"I heard that, after the fireworks show, goblets will be brought to the tables.  Fine toasts we shall raise!"
Unknown_broadcast,,gossip,,"The kegs are filled with strong brew!  Drink, friend, and celebrate!"
Unknown_broadcast,,gossip,,"Starting at 6PM, they will show fireworks from the highest bluff!"
Unknown_broadcast,,gossip,,senses your fear.
Unknown_broadcast,,gossip,,Massive Qiraji resonating crystals break through the earthen crust of Kalimdor. Colossal creatures made of obsidian stone breach the freshly broken land.
Unknown_broadcast,,gossip,,Do you think you've won? So easily? The legion has only just begun its march. The armies of C'Thun will raze this world.
Unknown_broadcast,,gossip,,Slay them all. Leave their husks for the master to consume...
Unknown_broadcast,,gossip,,"$N, Champion of the Bronze Dragonflight, has rung the Scarab Gong. The ancient gates of Ahn'Qiraj open, revealing the horrors of a forgotten war..."
Unknown_broadcast,,gossip,,I'll wait.
Unknown_broadcast,,gossip,,The journal of Jandice Barov is filled with rantings and ravings about the undead. Towards the end of the book is what appears to be a tailoring pattern for the creation of a felcloth bag. This bag is used by warlocks to store soul shards. You already know how to create this bag.
Unknown_broadcast,,gossip,,<Copy the pattern into my journal.>
Unknown_broadcast,,gossip,,The journal of Jandice Barov is filled with rantings and ravings about the undead. Towards the end of the book is what appears to be a tailoring pattern for the creation of a felcloth bag. This bag is used by warlocks to store soul shards. Do you wish to copy the pattern into your own journal?
Unknown_broadcast,,gossip,,The journal of Jandice Barov is filled with rantings and ravings about the undead. Towards the end of the book is what appears to be a tailoring pattern for the creation of a bag of some sort. Your understanding of tailoring is insufficient to decipher the pattern.
Unknown_broadcast,,gossip,,The only thing Metzen is going to be doing this Winter Veil is roasting on a spit!
Unknown_broadcast,,gossip,,It's a rescue attempt!  Slay them all!
Unknown_broadcast,,gossip,,Humbug!  Die!
Unknown_broadcast,,gossip,,"Let me give you my regards for Greatfather Winter, scum..."
Unknown_broadcast,,gossip,,It's a rescue attempt!  Let no one escape!
Unknown_broadcast,,gossip,,These land lubbers are here for the reindeer!  Give 'em the shank!
Unknown_broadcast,,gossip,,No scallywag $c is taking our Winter Veil plunder!  Get 'em!
Unknown_broadcast,,gossip,,"The tag on this present reads: ""For ages 10 and up."""
Unknown_broadcast,,gossip,,"The tag on this present reads: ""For ages 20 and up."""
Unknown_broadcast,,gossip,,Get your present from the pile.
Unknown_broadcast,,gossip,,"The tag on this present reads: ""For ages 40 and up."""
Unknown_broadcast,,gossip,,"The time for war is almost upon us, $c! Both the Horde and the Alliance have finished with their preparations. All of our war materiel is being shipped to Silithus as we speak. I'd expect it all to arrive within $2113w days. When all is assembled there, the one who has completed the arduous task of reassembling the Scepter of the Shifting Sands will bang it against the Scarab Gong and open the gates to Ahn'Qiraj. Then battle shall be joined as has not been seen in ages!$B$BLok'tar Ogar!"
Unknown_broadcast,,gossip,,"The time for war is almost upon us, $c! Both the Horde and the Alliance have finished with their preparations. All of our war materiel is being shipped to Silithus as we speak. I'd expect the last of it to arrive within a day. When all is assembled there, the one who has completed the arduous task of reassembling the Scepter of the Shifting Sands will bang it against the Scarab Gong and open the gates to Ahn'Qiraj. Then battle shall be joined as has not been seen in ages!$B$BLok'tar Ogar!"
Unknown_broadcast,,gossip,,"Throm'ka, Horde $C, stand proud! I am Warlord Gorchuk, commander of the Horde's war effort. There are trying times ahead of us, but we shall prevail, as always.$B$BIf you have questions, you should ask them."
Unknown_broadcast,,gossip,,"We've done it, $g lad : lass;! The Alliance and the Horde have completed gathering everything that we think we'll need for the Ahn'Qiraj War. Right now the final goods are being taken over to Cenarion Hold in Silithus and all of it will arrive within $2113w days. After that, some brave $g hero : heroine; is going to need to ring the Scarab Gong with the Scepter of the Shifting Sands to open the gates to Ahn'Qiraj. When those gates open, the war begins!"
Unknown_broadcast,,gossip,,"We've done it, $g lad : lass;! The Alliance and the Horde have completed gathering everything that we think we'll need for the Ahn'Qiraj War. Right now the final goods are being taken over to Cenarion Hold in Silithus and the last of it will arrive within a day. After that, some brave $g hero : heroine; is going to need to ring the Scarab Gong with the Scepter of the Shifting Sands to open the gates to Ahn'Qiraj. When those gates open, the war begins!"
Unknown_broadcast,,gossip,,"Greetings, $c. I am Field Marshal Snowfall, commander of the war effort here. We've a hard road to plow ahead of us, $g lad : lass;, so if you can help out, please do so. And feel free to ask questions."
Unknown_broadcast,,gossip,,"Well met, friend!"
Unknown_broadcast,,gossip,,"After the firework show, they'll put out goblets so we can raise a toast!"
Unknown_broadcast,,gossip,,"I don't know what they put in those kegs, but it goes down like honey!"
Unknown_broadcast,,gossip,,"Be sure to stick around for the next firework show!  Starting at 6PM, they're every hour on the hour!"
Unknown_broadcast,,gossip,,"Even if you somehow managed to free us without defeating C'Thun, we would focus all of our powers to see the beast banished back to the hell from whence it came - AT ANY COST."
Unknown_broadcast,,gossip,,Sprinkle some of the reindeer dust onto Metzen.
Unknown_broadcast,,gossip,,"Anachronos, I have lost the signet ring. Could you supply me with a replacement?"
Unknown_broadcast,,gossip,,looks ready to shatter!
Unknown_broadcast,,gossip,,begins to crack!
Unknown_broadcast,,gossip,,is freezing up!
Unknown_broadcast,,gossip,,begins to slow!
Unknown_broadcast,,gossip,,"A Horde Commendation Signet is awarded to a $g hero : heroine; who goes above and beyond the call of duty to the Horde.  Various Commendation Officers for the factions of the Horde are located in all of the major cities; speak with the one with whom you'd like to raise your reputation, and give them the number of signets they ask for!$B$BBy the way, during the war effort here, if you'd rather receive a material reward for your signets instead of reputation, seek out Warlord Gorchuk."
Unknown_broadcast,,gossip,,What is a Horde Commendation Signet?
Unknown_broadcast,,gossip,,What is an Alliance Commendation Signet?
Unknown_broadcast,,gossip,,This line is mostly filler...
Unknown_broadcast,,gossip,,I'm ready!
Unknown_broadcast,,gossip,,"The Scepter of the Shifting Sands is whole once more, $N.$B$BIt is you who must lead your armies into the cursed fortress city of Ahn'Qiraj and mete justice to its inhabitants.$B$BVenture to Silithus and present the Scepter of the Shifting Sands to Jonathan the Revelator."
Unknown_broadcast,,gossip,,"The Scepter of the Shifting Sands is whole once more, $N.$B$BIt must be you who uses the scepter. It must be you who heralds in the next age of your people. $B$BYou must wait for the armies of the Horde and the Alliance to arrive in Silithus before you may ring the Scarab Gong. The time for war is close at hand."
Unknown_broadcast,,gossip,,"I am ready, Anachronos. Please grant me the Scepter of the Shifting Sands."
Unknown_broadcast,,gossip,,"The Scepter of the Shifting Sands is whole once more, $N.$B$BIt must be you who uses the scepter. It must be you who heralds in the next age of your people.$B$BWhen you are prepared to ring the Scarab Gong and once more open the gates of Ahn'Qiraj, I will grant you the Scepter. You have only to ask."
Unknown_broadcast,,gossip,,"Let us leave Nighthaven, hero. Seek me out at the grove."
Unknown_broadcast,,gossip,,I'm here to retrieve your report.
Unknown_broadcast,,gossip,,"Eranikus, Tyrant of the Dream, is wholly consumed by the Light of Elune. Tranquility sets in over the Moonglade."
Unknown_broadcast,,gossip,,The grasp of the Old Gods is unmoving. He is consumed by their dark thoughts... I... I cannot... cannot channel much longer... Elune aid me...
Unknown_broadcast,,gossip,,"Defend Nighthaven, hero..."
Unknown_broadcast,,gossip,,"The rift will be opened there, above Lake Elun'ara. Prepare yourself, $N. Eranikus's entry into our world will be wrought with chaos and strife."
Unknown_broadcast,,gossip,,"I am ready, Remulos."
Unknown_broadcast,,gossip,,I will call forth Eranikus when I am given the word.
Unknown_broadcast,,gossip,,Eranikus is here! Seek shelter! Safety!
Unknown_broadcast,,gossip,,Steel yourselves! Summoning a being this powerful is seldom done with positive results.
Unknown_broadcast,,gossip,,Follow me.
Unknown_broadcast,,gossip,,"Very well, $N. I will use the Nightmare object to conjure forth Eranikus."
Unknown_broadcast,,gossip,,"Eranikus, Tyrant of the Dream, has entered our world."
Unknown_broadcast,,gossip,,"Reporting for duty, sir."
Unknown_broadcast,,gossip,,A chill is in the air.
Unknown_broadcast,,gossip,,I will pull the shard from his sundered corpse.
Unknown_broadcast,,gossip,,"Recover the scepter shard, $N. Nefarius must not be allowed to destr... destroy the shard."
Unknown_broadcast,,gossip,,"That's right, um, $g lad : lass;, all of the war materiel is being transported to Silithus and the last of it should get there within $2113w days. After that, we'll all just have to wait and see who puts forth a $g hero : heroine; to reconstitute the Scepter of the Shifting Sands and ring the gong on the Scarab Dais. Only when that occurs will the war begin to open the gates of Ahn'Qiraj."
Unknown_broadcast,,gossip,,"That's right, um, $g lad : lass;, all of the war materiel is being transported to Silithus and the last of it should get there within a day. After that, we'll all just have to wait and see who puts forth a $g hero : heroine; to reconstitute the Scepter of the Shifting Sands and ring the gong on the Scarab Dais. Only when that occurs will the war begin to open the gates of Ahn'Qiraj."
Unknown_broadcast,,gossip,,"If you heard that all of the Horde and Alliance collections have been completed, then you heard right, $c. All of the goods for the war that we gathered and prepared are in the process of being sent to Cenarion Hold in Silithus, with less than $2113w days until the last of it arrives there. After that I suppose we'll just have to wait and see who assembles that scepter to ring the gong with, which will open the gates to Ahn'Qiraj and herald the war."
Unknown_broadcast,,gossip,,"If you heard that all of the Horde and Alliance collections have been completed, then you heard right, $c. All of the goods for the war that we gathered and prepared are in the process of being sent to Cenarion Hold in Silithus, with less than a day until the last of it arrives there. After that I suppose we'll just have to wait and see who assembles that scepter to ring the gong with, which will open the gates to Ahn'Qiraj and herald the war."
Unknown_broadcast,,gossip,,"Looks like there be only $2113w more days left to fish until all this here war materiel is shipped over to the Silithus desert mon. Then they's gonna be getting' it all ready, and someone is gonna have to ring that gong down south of Cenarion Hold there to open them gates and be startin' the war."
Unknown_broadcast,,gossip,,"Looks like there be only one more day left to fish until all this here war materiel is shipped over to the Silithus desert mon. Then they's gonna be getting' it all ready, and someone is gonna have to ring that gong down south of Cenarion Hold there to open them gates and be startin' the war."
Unknown_broadcast,,gossip,,"Yes, yes, all of the Horde's and Alliance's war materiel is being shipped over to Silithus and should be there within $2113w days. Do you know what happens then, $c? We hurry up and wait. Hopefully someone is gathering the pieces of the Scepter of the Shifting Sands, because in order to open the gates of Ahn'Qiraj it needs to be rung against the gong on the Scarab Dais."
Unknown_broadcast,,gossip,,"Yes, yes, all of the Horde's and Alliance's war materiel is being shipped over to Silithus and should be there within a day. Do you know what happens then, $c? We hurry up and wait. Hopefully someone is gathering the pieces of the Scepter of the Shifting Sands, because in order to open the gates of Ahn'Qiraj it needs to be rung against the gong on the Scarab Dais."
Unknown_broadcast,,gossip,,"All of the preparations are complete now, $c. We await the last of the materiel to be sent to Silithus, which should be in less than $2113w day's time. Then once the organization there is done with, someone will have to come forward and ring the gong on the Scarab Dais with the Scepter of the Shifting Sands. That is when the Ahn'Qiraj War will begin. May the Earth Mother watch over all of us then."
Unknown_broadcast,,gossip,,"All of the preparations are complete now, $c. We await the last of the materiel to be sent to Silithus, which should be in less than a day's time. Then once the organization there is done with, someone will have to come forward and ring the gong on the Scarab Dais with the Scepter of the Shifting Sands. That is when the Ahn'Qiraj War will begin. May the Earth Mother watch over all of us then."
Unknown_broadcast,,gossip,,"Yes, you heard true, $c, all of our collections are complete and the last of the war materiel should arrive in Silithus within $2113w days. I am told that once all is assembled there, and our troops readied, someone from within the ranks of you heroes is going to ring the gong outside of Ahn'Qiraj, already having assembled the Scepter of the Shifting Sands to do so with. I hope that we don't have to wait too long for that to happen."
Unknown_broadcast,,gossip,,"Yes, you heard true, $c, all of our collections are complete and the last of the war materiel should arrive in Silithus within a day. I am told that once all is assembled there, and our troops readied, someone from within the ranks of you heroes is going to ring the gong outside of Ahn'Qiraj, already having assembled the Scepter of the Shifting Sands to do so with. I hope that we don't have to wait too long for that to happen."
Unknown_broadcast,,gossip,,"All has been gathered and is being sent to Silithus, $c. It should get there within $2113w days. I can only hope that after the gong is rung, and the gates opened, that our efforts here will make an impact and save many lives."
Unknown_broadcast,,gossip,,"All has been gathered and is being sent to Silithus, $c. The last of it should get there within a day. I can only hope that after the gong is rung, and the gates opened, that our efforts here will make an impact and save many lives."
Unknown_broadcast,,gossip,,"All of our collections are completed, $c. That which we have assembled is in the process of being transported to Cenarion Hold in Silithus, and the rest of it should take no more than $2113w days to arrive. The Ahn'Qiraj War can then start once that is done and someone brave and foolish rings the gong right outside of the gates down there."
Unknown_broadcast,,gossip,,"All of our collections are completed, $c. That which we have assembled is in the process of being transported to Cenarion Hold in Silithus, and the last of it should take no more than a day to arrive. The Ahn'Qiraj War can then start once that is done and someone brave and foolish rings the gong right outside of the gates down there."
Unknown_broadcast,,gossip,,"Throm'ka, $c. All of the war materiel is in final preparation and being sent to Silithus. It should arrive over the course of the next $2113w days. With the equipment readied, and our forces arrayed, all we will be waiting for is someone to ring the gong on the Scarab Dais, which should open the gates of Ahn'Qiraj and start the war.$B$BLok'tar Ogar!"
Unknown_broadcast,,gossip,,"Throm'ka, $c. All of the war materiel is in final preparation and being sent to Silithus. The last of it should arrive in less than a day. With the equipment readied, and our forces arrayed, all we will be waiting for is someone to ring the gong on the Scarab Dais, which should open the gates of Ahn'Qiraj and start the war.$B$BLok'tar Ogar!"
Unknown_broadcast,,gossip,,All of the collecting is done and the finished goods are being shipped over to Silithus as they're being completed. Looks like less than $2113w days until all of it is over there. After that we just need to get someone to ring that gong and open the gates to Ahn'Qiraj. Then the real fun begins.
Unknown_broadcast,,gossip,,All of the collecting is done and the finished goods are being shipped over to Silithus as they're being completed. Looks like less than a day until all of it is over there. After that we just need to get someone to ring that gong and open the gates to Ahn'Qiraj. Then the real fun begins.
Unknown_broadcast,,gossip,,"The end draws nigh! Even as we speak our supplies are being shipped to Silithus and should arrive within $2113w days. Once there I am sure that all we be assembled in quick order, and then we'll be awaiting the ringing of the gong at the gates to Ahn'Qiraj to start the war. I look forward to analyzing whether our preparatory efforts will make a difference."
Unknown_broadcast,,gossip,,"The end draws nigh! Even as we speak the last of our supplies are being shipped to Silithus and should arrive within a day. Once there I am sure that all we be assembled in quick order, and then we'll be awaiting the ringing of the gong at the gates to Ahn'Qiraj to start the war. I look forward to analyzing whether our preparatory efforts will make a difference."
Unknown_broadcast,,gossip,,%s's laughter can once more be heard through the halls of Blackwing.
Unknown_broadcast,,gossip,,"Whoa now, $c, Pele'keiki thinkin' that you not knowin' all that stuff be on its way to Silithus. Pele'keiki told the last of it be getting' there in less than $2113w days, and after that some misguided fool gonna ring the gong outside the Ahn'Qiraj gates to open 'em up and be startin' the war."
Unknown_broadcast,,gossip,,"Whoa now, $c, Pele'keiki thinkin' that you not knowin' all that stuff be on its way to Silithus. Pele'keiki told the last of it be getting' there in less than a day, and after that some misguided fool gonna ring the gong outside the Ahn'Qiraj gates to open 'em up and be startin' the war."
Unknown_broadcast,,gossip,,"It is true, young $r, we and the Alliance have gathered and prepared all that we will need for this upcoming conflict at Ahn'Qiraj. Even now these things are being sent to Cenarion Hold, and they should all arrive within $2113w days. After all is in place, some person will need to ring the gong on the Scarab Dais to open the gates and start the war."
Unknown_broadcast,,gossip,,"It is true, young $r, we and the Alliance have gathered and prepared all that we will need for this upcoming conflict at Ahn'Qiraj. Even now these things are being sent to Cenarion Hold, and the last of them should arrive within a day. After all is in place, some person will need to ring the gong on the Scarab Dais to open the gates and start the war."
Unknown_broadcast,,gossip,,"And now the war, it be comin' soon. All that be left is the sendin' of all these goods and weapons to the Cenarion Hold in Silithus, and that is gonna be done within $2113w days. Then some brave soul is gonna have to be ringin' the gong near those Ahn'Qiraj gates to open 'em and start the war."
Unknown_broadcast,,gossip,,"And now the war, it be comin' soon. All that be left is the sendin' of all these goods and weapons to the Cenarion Hold in Silithus, and that is gonna be done within a day. Then some brave soul is gonna have to be ringin' the gong near those Ahn'Qiraj gates to open 'em and start the war."
Unknown_broadcast,,gossip,,"If someone has put together the magic scepter of the sands then the war with the bugs will be soon. I relish it, $c! The last of our war goods are on their way to Silithus and should be there within $2113w days. Go and bring honor to the Horde!"
Unknown_broadcast,,gossip,,"If someone has put together the magic scepter of the sands then the war with the bugs will be soon. I relish it, $c! The last of our war goods are on their way to Silithus and should be there within a day. Go and bring honor to the Horde!"
Unknown_broadcast,,gossip,,"I've heard that the preparations are being shipped over to Silithus and should all arrive in under $2113w days. I don't want to see one of those bugs burrowing through into my mine, so I hope that someone is taking the time to assemble that Scepter of the Shifting Sands so the gong can be rung, the gates opened and the war finally begun."
Unknown_broadcast,,gossip,,"I've heard that the last of the preparations are being shipped over to Silithus and should arrive in under a day. I don't want to see one of those bugs burrowing through into my mine, so I hope that someone is taking the time to assemble that Scepter of the Shifting Sands so the gong can be rung, the gates opened and the war finally begun."
Unknown_broadcast,,gossip,,Unexpected that you are all capable of such organization. Both the Alliance and the Horde have completed their preparations for the Ahn'Qiraj War. Even as we speak the materiel is being shipped over to Silithus and should all arrive within $2113w days. Then it is up to the one who is going to reassemble the Scepter of the Shifting Sands to beat on the gong at the Scarab Dais and open the gates of Ahn'Qiraj. That is when the war will truly begin!
Unknown_broadcast,,gossip,,Unexpected that you are all capable of such organization. Both the Alliance and the Horde have completed their preparations for the Ahn'Qiraj War. Even as we speak the materiel is being shipped over to Silithus and should all arrive within a day. Then it is up to the one who is going to reassemble the Scepter of the Shifting Sands to beat on the gong at the Scarab Dais and open the gates of Ahn'Qiraj. That is when the war will truly begin!
Unknown_broadcast,,gossip,,"Greetings, $r. The war materiel is gradually being sent on its way and should be at Cenarion Hold within $2113w day's time. We can only hope that once it is there that someone, having assembled the Scepter of the Shifting Sands, will step forward to ring the gong and open the gates."
Unknown_broadcast,,gossip,,"Greetings, $r. The war materiel is on its way and should be at Cenarion Hold within a day's time. We can only hope that once it is there that someone, having assembled the Scepter of the Shifting Sands, will step forward to ring the gong and open the gates."
Unknown_broadcast,,gossip,,"All of the food and war materiel we gathered is on its way to Silithus. It should be there in less than $2113w days. Someone told me that once it's all assembled over near Cenarion Hold, someone's going to have to go ring the gong at the Scarab Dais to open the gates to Ahn'Qiraj and start the war."
Unknown_broadcast,,gossip,,"All of the food and war materiel we gathered is on its way to Silithus. It should be there in less than a day. Someone told me that once it's all assembled over near Cenarion Hold, someone's going to have to go ring the gong at the Scarab Dais to open the gates to Ahn'Qiraj and start the war."
Unknown_broadcast,,gossip,,"All of the fish and everything else is on its way to Silithus, and should be there in less than $2113w days. After that someone's going to have to ring that gong with the Scepter of the Shifting Sands to start the war."
Unknown_broadcast,,gossip,,"All of the fish and everything else is on its way to Silithus, and should be there in less than a day. After that someone's going to have to ring that gong with the Scepter of the Shifting Sands to start the war."
Unknown_broadcast,,gossip,,"All is gathered, $c. All is being transported for final preparation to Silithus and should arrive within $2113w days. All of our combined forces await the $g hero : heroine; that will complete the reunification of the Scepter of the Shifting Sands, ring the gong and begin the Ahn'Qiraj War."
Unknown_broadcast,,gossip,,"All is gathered, $c. All is being transported for final preparation to Silithus and should arrive within a day. All of our combined forces await the $g hero : heroine; that will complete the reunification of the Scepter of the Shifting Sands, ring the gong and begin the Ahn'Qiraj War."
Unknown_broadcast,,gossip,,"Looks like the last of the goods we've collected are shipping out to Silithus over the next $2113w days. And once that's done, someone will have to come along and ring the gong on the Scarab Dais, outside of Ahn'Qiraj, to open the gates. That's when our bandages will come in handy."
Unknown_broadcast,,gossip,,"Looks like the last of the goods we've collected is going to be shipped out to Silithus sometime in the next day. And once that's done, someone will have to come along and ring the gong on the Scarab Dais, outside of Ahn'Qiraj, to open the gates. That's when our bandages will come in handy."
Unknown_broadcast,,gossip,,"Even as we speak, $c, all of the war materiel is being transported over to Silithus. By the looks of things, all of it should arrive in less than $2113w days. After that, a $g hero : heroine; will need to come along and ring the gong at the Scarab Dais. Then the war will begin in earnest."
